 tDate,Country,Number,HolidayName
2020-12-24,Brazil,1,Christmas Eve (from 2pm)
2020-12-24,Bulgaria,1,Christmas Eve
2020-12-24,Czechia,1,Christmas Eve
2020-12-24,Denmark,1,Bank Holiday
2020-12-24,Estonia,1,Christmas Eve
2020-12-24,Faroe Islands,1,Christmas Eve
2020-12-24,Finland,1,Christmas Eve
2020-12-24,Guatemala,1,Christmas Eve
2020-12-24,Hungary,1,Christmas Eve
2020-12-24,Iceland,1,Christmas Eve (from noon)
2020-12-24,Indonesia,1,Christmas Eve Joint Holiday
2020-12-24,Latvia,1,Christmas Eve
2020-12-24,Libya,1,Independence Day
2020-12-24,Lithuania,1,Christmas Eve
2020-12-24,Peru,1,Christmas Eve
2020-12-24,Philippines,1,Christmas Eve
2020-12-24,Philippines,2,Additional Special Non-Working Day
2020-12-24,Slovakia,1,Christmas Eve
2020-12-24,United States,1,Christmas Eve
2020-12-24,Venezuela,1,Christmas Eve
