 tDate,Country,Number,HolidayName
2020-07-30,Afghanistan,1,Day of Arafat
2020-07-30,Bahrain,1,Arafat Day
2020-07-30,Bermuda,1,Emancipation Day
2020-07-30,Djibouti,1,Arafat Day
2020-07-30,Egypt,1,Arafat Day
2020-07-30,Jordan,1,Arafah
2020-07-30,Kuwait,1,Waqfat Arafat Day
2020-07-30,Libya,1,Day of Arafah
2020-07-30,Maldives,1,Hajj Day
2020-07-30,Morocco,1,Feast of the Throne
2020-07-30,Nigeria,1,Id el Kabir additional holiday
2020-07-30,Saudi Arabia,1,Arafat Day
2020-07-30,South Sudan,1,Martyrs Day
2020-07-30,Sudan,1,Eid al-Adha holiday
2020-07-30,United Arab Emirates,1,Arafat (Hajj) Day
2020-07-30,Vanuatu,1,Independence Day
2020-07-30,Yemen,1,Eid al-Adha Eve
