 tDate,Country,Number,HolidayName
2020-05-04,Antigua and Barbuda,1,Labour Day
2020-05-04,Bangladesh,1,Public Holiday
2020-05-04,China,1,Labour Day Holiday
2020-05-04,China,2,Youth Day
2020-05-04,Dominica,1,Labor Day / May Day
2020-05-04,Ireland,1,May Day
2020-05-04,Jersey,1,Early May Bank Holiday
2020-05-04,Jordan,1,Public Holiday
2020-05-04,Kuwait,1,Public Holiday
2020-05-04,Kyrgyzstan,1,Public Holiday (Day off for Victory Day)
2020-05-04,Latvia,1,Independence Restoration Day
2020-05-04,Montserrat,1,Labour Day
2020-05-04,Namibia,1,Cassinga Day
2020-05-04,Russia,1,Public Holiday (Moved from Jan 4)
2020-05-04,Saint Kitts and Nevis,1,Labor Day / May Day
2020-05-04,Thailand,1,Coronation Day
