 tDate,Country,Number,HolidayName
2022-05-02,Albania,1,Day off for International Worker’s Day
2022-05-02,Anguilla,1,Day off for Labor Day / May Day
2022-05-02,Antigua and Barbuda,1,Labour Day
2022-05-02,Aruba,1,Day off for Labor Day
2022-05-02,Barbados,1,Day off for Labor Day / May Day
2022-05-02,Belize,1,Day off for Labor Day / May Day
2022-05-02,Bhutan,1,Birth Anniversary of Third Druk Gyalpo
2022-05-02,Bolivia,1,Day off for Labor Day / May Day
2022-05-02,Bosnia and Herzegovina,1,Labor Day observed
2022-05-02,Botswana,1,Day off for Labour Day
2022-05-02,Bulgaria,1,Labor Day observed
2022-05-02,Burkina Faso,1,Day off for Labour Day
2022-05-02,Cambodia,1,Labour Day observed
2022-05-02,Cameroon,1,Labour Day observed
2022-05-02,Chad,1,May Day observed
2022-05-02,Cote d`Ivoire,1,Labor Day observed
2022-05-02,Curacao,1,Day off for Labor Day / May Day
2022-05-02,Dominica,1,Labor Day / May Day
2022-05-02,Dominican Republic,1,Labor Day observed
2022-05-02,Ecuador,1,Day off for Labor Day / May Day
2022-05-02,Equatorial Guinea,1,Labor Day / May Day observed
2022-05-02,Eswatini,1,Day off for May Day
2022-05-02,Ghana,1,May Day observed
2022-05-02,Gibraltar,1,May Day observed
2022-05-02,Greece,1,Day off for Labor Day / May Day
2022-05-02,Grenada,1,Labour Day observed
2022-05-02,Guernsey,1,May Day
2022-05-02,Guyana,1,Day off for Labor Day / May Day
2022-05-02,Hong Kong,1,Labour Day observed
2022-05-02,Ireland,1,May Day
2022-05-02,Isle of Man,1,Early May Bank Holiday
2022-05-02,Jersey,1,Early May Bank Holiday
2022-05-02,Kazakhstan,1,Day off for Unity Day
2022-05-02,Kenya,1,Labour Day/May Day observed
2022-05-02,Kosovo,1,Day off for International Labour Day
2022-05-02,Kyrgyzstan,1,May Day observed
2022-05-02,Malawi,1,Day off for May Day
2022-05-02,Malaysia,1,Labour Day observed
2022-05-02,Marshall Islands,1,Day off for Constitution Day
2022-05-02,Moldova,1,Memorial Day/Parents` Day
2022-05-02,Monaco,1,Labour Day/May Day observed
2022-05-02,Montenegro,1,Labour Day/May Day Holiday
2022-05-02,Montserrat,1,Labour Day
2022-05-02,Mozambique,1,May Day observed
2022-05-02,Namibia,1,Workers` Day observed
2022-05-02,Nicaragua,1,Labor Day / May Day observed
2022-05-02,North Macedonia,1,Labor Day observed
2022-05-02,Panama,1,Labor Day / May Day observed
2022-05-02,Russia,1,Day off for Spring and Labor Day
2022-05-02,Rwanda,1,Labor Day observed
2022-05-02,Saint Kitts and Nevis,1,Labor Day / May Day
2022-05-02,Sao Tome and Principe,1,Day off for Labour Day
2022-05-02,Serbia,1,Day off for Labor holiday
2022-05-02,Seychelles,1,Day off for Labour Day
2022-05-02,Slovenia,1,Labour Day holiday
2022-05-02,South Africa,1,Workers` Day observed
2022-05-02,Spain,1,Labor Day observed
2022-05-02,Taiwan,1,Labor Day observed
2022-05-02,Thailand,1,Labor Day observed
2022-05-02,United Kingdom,1,Early May Bank Holiday
2022-05-02,Vanuatu,1,Day off for Labor Day / May Day
2022-05-02,Vietnam,1,Liberation Day/Reunification Day observed
2022-05-02,Yemen,1,Eid al-Fitr Eve
2022-05-02,Zambia,1,Day off for Labour Day
2022-05-02,Zimbabwe,1,Workers` Day observed
