 tDate,Country,Number,HolidayName
2021-05-08,Czechia,1,Victory in Europe Day
2021-05-08,France,1,WWII Victory Day
2021-05-08,French Guiana,1,Victory Day
2021-05-08,French Polynesia,1,Victory Day
2021-05-08,Gambia,1,Lailat al-Qadr
2021-05-08,Georgia,1,Nationwide Public Holiday
2021-05-08,Martinique,1,Victory Day
2021-05-08,New Caledonia,1,Victory Day
2021-05-08,Reunion,1,WWII Victory Day
2021-05-08,Saint Pierre and Miquelon,1,Victory Day
2021-05-08,Saudi Arabia,1,Eid al-Fitr Holiday
2021-05-08,Slovakia,1,End of World War II
2021-05-08,St. Barts,1,Victory Day
2021-05-08,Wallis and Futuna,1,Victory Day
