 tDate,Country,Number,HolidayName
2021-08-02,Anguilla,1,August Monday
2021-08-02,Antigua and Barbuda,1,Carnival Holiday
2021-08-02,Barbados,1,Kadooment Day
2021-08-02,British Virgin Islands,1,Emancipation Monday
2021-08-02,Costa Rica,1,Our Lady of Los Angeles
2021-08-02,Dominica,1,Emancipation Day
2021-08-02,Grenada,1,Emancipation Day
2021-08-02,Guyana,1,Day off for Emancipation Day
2021-08-02,Iceland,1,Commerce Day
2021-08-02,Ireland,1,August Bank Holiday
2021-08-02,Jamaica,1,Emancipation Day observed
2021-08-02,Montserrat,1,Emancipation Day
2021-08-02,North Macedonia,1,Republic Day
2021-08-02,Saint Kitts and Nevis,1,Emancipation Day
2021-08-02,Saint Vincent and the Grenadines,1,Day off for Emancipation Day
2021-08-02,The Bahamas,1,Emancipation Day
2021-08-02,Trinidad and Tobago,1,Emancipation Day observed
2021-08-02,Turks and Caicos Islands,1,Day off for Emancipation Day
2021-08-02,Tuvalu,1,National Children`s Day
2021-08-02,Zambia,1,Farmers` Day
