 tDate,Country,Number,HolidayName
2020-12-31,Armenia,1,New Year`s Eve
2020-12-31,Azerbaijan,1,World Azerbaijanis Solidarity Day
2020-12-31,Brazil,1,New Year`s Eve (from 2pm)
2020-12-31,Cuba,1,New Year`s Eve
2020-12-31,Denmark,1,Bank Holiday
2020-12-31,East Timor,1,National Heroes Day
2020-12-31,Faroe Islands,1,New Year`s Eve
2020-12-31,Greenland,1,New Year`s Eve
2020-12-31,Guatemala,1,New Year`s Eve
2020-12-31,Iceland,1,New Year`s Eve (from noon)
2020-12-31,Latvia,1,New Year`s Eve
2020-12-31,Montserrat,1,Festival Day
2020-12-31,Myanmar,1,New Year Holiday
2020-12-31,Peru,1,Public Sector Holiday
2020-12-31,Philippines,1,New Year`s Eve
2020-12-31,San Marino,1,New Year`s Eve
2020-12-31,Thailand,1,New Year`s Eve
2020-12-31,Venezuela,1,New Year`s Eve
