 tDate,Country,Number,HolidayName
2022-04-14,Andorra,1,Maundy Thursday (Starting Noon)
2022-04-14,Argentina,1,Maundy Thursday
2022-04-14,Bangladesh,1,Bengali New Year
2022-04-14,Cambodia,1,Khmer New Year Day (Day 1)
2022-04-14,Colombia,1,Maundy Thursday
2022-04-14,Costa Rica,1,Maundy Thursday
2022-04-14,Denmark,1,Maundy Thursday
2022-04-14,El Salvador,1,Maundy Thursday
2022-04-14,Faroe Islands,1,Maundy Thursday
2022-04-14,Greenland,1,Maundy Thursday
2022-04-14,Guatemala,1,Maundy Thursday
2022-04-14,Honduras,1,Maundy Thursday
2022-04-14,Honduras,2,America Day
2022-04-14,Iceland,1,Maundy Thursday
2022-04-14,India,1,Mahavir Jayanti
2022-04-14,Myanmar,1,Maha Thingyan (Water Festival)
2022-04-14,Nicaragua,1,Maundy Thursday
2022-04-14,Norway,1,Maundy Thursday
2022-04-14,Paraguay,1,Maundy Thursday
2022-04-14,Peru,1,Maundy Thursday
2022-04-14,Philippines,1,Maundy Thursday
2022-04-14,Thailand,1,Songkran
2022-04-14,US Virgin Islands,1,Holy Thursday
2022-04-14,Venezuela,1,Maundy Thursday
