 tDate,Country,Number,HolidayName
2022-05-03,Afghanistan,1,Eid al-Fitr
2022-05-03,Albania,1,Eid al-Fitr
2022-05-03,Algeria,1,Eid al-Fitr
2022-05-03,Azerbaijan,1,Ramadan holiday
2022-05-03,Bahrain,1,Eid al-Fitr
2022-05-03,Bangladesh,1,Eid ul-Fitr
2022-05-03,Benin,1,Korite
2022-05-03,Bosnia and Herzegovina,1,Labor Day (Day 2)
2022-05-03,Brunei,1,Eid ul Fitr
2022-05-03,Burkina Faso,1,Eid al-Fitr
2022-05-03,Burundi,1,Eid ul Fitr
2022-05-03,Cameroon,1,Eid al-Fitr
2022-05-03,Central African Republic,1,Eid al-Fitr
2022-05-03,Chad,1,Eid al-Fitr
2022-05-03,Comoros,1,Eid al-Fitr
2022-05-03,Cote d`Ivoire,1,Aid el-Fitr
2022-05-03,Djibouti,1,Eid al-Fitr
2022-05-03,East Timor,1,Eid ul Fitr
2022-05-03,Egypt,1,Eid el Fitr
2022-05-03,Eritrea,1,Eid al-Fitr
2022-05-03,Ethiopia,1,Eid ul Fitr
2022-05-03,Gabon,1,Eid al-Fitr
2022-05-03,Gambia,1,Eid al-Fitr
2022-05-03,Ghana,1,Eid ul-Fitr
2022-05-03,Guinea,1,Eid al-Fitr
2022-05-03,Guinea-Bissau,1,Eid al-Fitr
2022-05-03,India,1,Ramzan Id/Eid-ul-Fitar
2022-05-03,Indonesia,1,Idul Fitri
2022-05-03,Iran,1,Eid-e-Fetr (End of Ramadan)
2022-05-03,Iraq,1,Eid al-Fitr
2022-05-03,Jordan,1,Eid al-Fitr
2022-05-03,Kosovo,1,Eid al-Fitr
2022-05-03,Kuwait,1,Eid al-Fitr
2022-05-03,Kyrgyzstan,1,Orozo Ait
2022-05-03,Lebanon,1,Eid al-Fitr
2022-05-03,Madagascar,1,Eid al-Fitr
2022-05-03,Malawi,1,Eid al-Fitr
2022-05-03,Malaysia,1,Hari Raya Puasa
2022-05-03,Maldives,1,Eid ul Fitr
2022-05-03,Mali,1,Eid al-Fitr
2022-05-03,Mauritania,1,Eid ul Fitr
2022-05-03,Mauritius,1,Eid al-Fitr
2022-05-03,Montenegro,1,Labour Day/May Day observed
2022-05-03,Morocco,1,Eid al-Fitr
2022-05-03,Niger,1,Eid al-Fitr
2022-05-03,Nigeria,1,Id el Fitr
2022-05-03,North Macedonia,1,Eid al-Fitr
2022-05-03,Oman,1,Eid al-Fitr
2022-05-03,Pakistan,1,Eid-ul-Fitr
2022-05-03,Philippines,1,Eidul-Fitar
2022-05-03,Poland,1,Constitution Day
2022-05-03,Qatar,1,Eid al-Fitr
2022-05-03,Rwanda,1,Eid al-Fitr
2022-05-03,Saudi Arabia,1,Eid al-Fitr
2022-05-03,Senegal,1,Korite
2022-05-03,Serbia,1,Labor holiday second day
2022-05-03,Sierra Leone,1,Eid al-Fitr
2022-05-03,Singapore,1,Hari Raya Puasa
2022-05-03,Singapore,2,Day off for Labour Day
2022-05-03,Somalia,1,Eid al-Fitr
2022-05-03,South Sudan,1,Eid al-Fitr
2022-05-03,Sri Lanka,1,Eid al-Fitr
2022-05-03,Sudan,1,Eid al-Fitr
2022-05-03,Suriname,1,Eid al-Fitr
2022-05-03,Syria,1,Eid al-Fitr
2022-05-03,Tajikistan,1,Eid ul Fitr
2022-05-03,Tanzania,1,Eid el Fitri
2022-05-03,Togo,1,Eid al-Fitr
2022-05-03,Trinidad and Tobago,1,Eid al-Fitr
2022-05-03,Tunisia,1,Eid al-Fitr
2022-05-03,Turkey,1,Ramadan Feast
2022-05-03,Turkmenistan,1,Oraza Bayram
2022-05-03,Uganda,1,Eid al-Fitr
2022-05-03,United Arab Emirates,1,Eid al-Fitr
2022-05-03,Uzbekistan,1,Eid al-Fitr
2022-05-03,Vietnam,1,International Labor Day observed
2022-05-03,Yemen,1,Eid al-Fitr
