 tDate,Country,Number,HolidayName
2020-03-25,Cyprus,1,Greek Independence Day
2020-03-25,Greece,1,25th of March (national holiday)
2020-03-25,Greece,2,Annunciation of the Lord
2020-03-25,Indonesia,1,Bali`s Day of Silence and Hindu New Year (Nyepi)
2020-03-25,Kazakhstan,1,Day off for Nauryz holiday
2020-03-25,Kuwait,1,Public Holiday
2020-03-25,Lebanon,1,Feast of the Annunciation
2020-03-25,Maldives,1,Public Holiday
2020-03-25,Mauritius,1,Ougadi
2020-03-25,San Marino,1,Anniversary of the Arengo
