 tDate,Country,Number,HolidayName
2021-05-12,Cote d`Ivoire,1,Aid el-Fitr
2021-05-12,Egypt,1,Eid el Fitr Holiday
2021-05-12,Gambia,1,Eid al-Fitr Holiday
2021-05-12,Georgia,1,St Andrew`s Day
2021-05-12,Indonesia,1,Idul Fitri Joint Holiday
2021-05-12,Jordan,1,Eid al-Fitr holiday
2021-05-12,Kuwait,1,Eid al-Fitr holiday
2021-05-12,Mali,1,Eid al-Fitr
2021-05-12,Niger,1,Eid al-Fitr
2021-05-12,Nigeria,1,Id el Fitr holiday
2021-05-12,Oman,1,Eid al-Fitr Holiday
2021-05-12,Pakistan,1,Eid-ul-Fitr Holiday
2021-05-12,Qatar,1,Eid al-Fitr Public Sector Holiday
2021-05-12,Saudi Arabia,1,Eid al-Fitr Holiday
2021-05-12,Senegal,1,Korite
2021-05-12,United Arab Emirates,1,Eid al-Fitr Holiday
2021-05-12,Yemen,1,Eid al-Fitr Eve
