 tDate,Country,Number,HolidayName
2020-09-07,Albania,1,Day off for Mother Teresa Beatification Day
2020-09-07,American Samoa,1,Labor Day
2020-09-07,Bermuda,1,Labour Day
2020-09-07,Brazil,1,Independence Day
2020-09-07,Bulgaria,1,Unification Day observed
2020-09-07,Canada,1,Labour Day
2020-09-07,Eswatini,1,Umhlanga Reed Dance
2020-09-07,Fiji,1,Constitution Day
2020-09-07,Guam,1,Labor Day
2020-09-07,Mozambique,1,Victory Day
2020-09-07,Nepal,1,Civil Service Day
2020-09-07,Northern Mariana Islands,1,Labor Day
2020-09-07,Palau,1,Labor Day
2020-09-07,Sao Tome and Principe,1,Day off for Armed Forces` Day
2020-09-07,Thailand,1,Songkran Replacement Holiday
2020-09-07,United States,1,Labor Day
2020-09-07,US Virgin Islands,1,Labor Day
