tDate,NewSum,AccSum,OccurrenceRatePer10HS,ManNew,ManAcc,ManOccurrenceRatePer10HS,WomanNew,WomanAcc,WomanOccurrenceRatePer10HS,Age80MoreNew,Age80MoreAcc,Age80MoreOccurrenceRatePer10HS,Age70_79New,Age70_79Acc,Age70_79OccurrenceRatePer10HS,Age60_69New,Age60_69Acc,Age60_69OccurrenceRatePer10HS,Age50_59New,Age50_59Acc,Age50_59OccurrenceRatePer10HS,Age40_49New,Age40_49Acc,Age40_49OccurrenceRatePer10HS,Age30_39New,Age30_39Acc,Age30_39OccurrenceRatePer10HS,Age20_29New,Age20_29Acc,Age20_29OccurrenceRatePer10HS,Age10_19New,Age10_19Acc,Age10_19OccurrenceRatePer10HS,Age0_9New,Age0_9Acc,Age0_9OccurrenceRatePer10HS
2022-07-01,9528,18368857,35572,4281,8636689,33545,5247,9732168,37587,154,535923,25423,350,882397,23752,768,1861209,25977,1196,2268415,26269,1311,2834253,34705,1559,2702786,40199,2296,2682246,40299,1179,2404922,51067,715,2196706,58418
