 tDate, Area, Confirmeds,Deaths 
2021-09-02,강원,27,1
2021-09-02,강원,27,1
2021-09-02,경기,698,3
2021-09-02,경남,54,2
2021-09-02,경북,42,1
2021-09-02,광주,42,0
2021-09-02,대구,66,0
2021-09-02,대전,61,0
2021-09-02,부산,71,1
2021-09-02,서울,559,3
2021-09-02,세종,7,0
2021-09-02,울산,42,0
2021-09-02,인천,123,0
2021-09-02,전남,13,0
2021-09-02,전북,18,0
2021-09-02,제주,11,0
2021-09-02,충남,95,0
2021-09-02,충북,27,0
2021-09-02,경기,698,3
2021-09-02,대구,66,0
2021-09-02,대전,61,0
2021-09-02,경남,54,2
2021-09-02,경북,42,1
2021-09-02,광주,42,0
2021-09-02,부산,71,1
2021-09-02,서울,559,3
2021-09-02,세종,7,0
2021-09-02,울산,42,0
2021-09-02,인천,123,0
2021-09-02,전남,13,0
2021-09-02,전북,18,0
2021-09-02,제주,11,0
2021-09-02,충남,95,0
2021-09-02,충북,27,0
