 tDate, Area, Confirmeds,Deaths 
2020-11-20,강원,24,0
2020-11-20,경기,73,2
2020-11-20,대전,0,0
2020-11-20,강원,24,0
2020-11-20,경기,73,2
2020-11-20,경남,18,0
2020-11-20,경북,10,0
2020-11-20,광주,4,0
2020-11-20,대구,1,0
2020-11-20,대전,0,0
2020-11-20,부산,2,0
2020-11-20,서울,132,1
2020-11-20,세종,0,0
2020-11-20,울산,0,0
2020-11-20,인천,30,0
2020-11-20,전남,14,0
2020-11-20,전북,13,0
2020-11-20,제주,2,0
2020-11-20,충남,15,0
2020-11-20,충북,2,0
2020-11-20,부산,2,0
2020-11-20,경남,18,0
2020-11-20,경북,10,0
2020-11-20,광주,4,0
2020-11-20,대구,1,0
2020-11-20,서울,132,1
2020-11-20,세종,0,0
2020-11-20,울산,0,0
2020-11-20,인천,30,0
2020-11-20,전남,14,0
2020-11-20,전북,13,0
2020-11-20,제주,2,0
2020-11-20,충남,15,0
2020-11-20,충북,2,0
