 tDate, Area, Confirmeds,Deaths 
2020-08-20,강원,5,0
2020-08-20,경기,85,0
2020-08-20,대전,8,0
2020-08-20,강원,5,0
2020-08-20,경기,85,0
2020-08-20,경남,3,0
2020-08-20,경북,5,0
2020-08-20,광주,1,0
2020-08-20,대구,3,0
2020-08-20,대전,8,0
2020-08-20,부산,15,0
2020-08-20,서울,135,1
2020-08-20,세종,1,0
2020-08-20,울산,0,0
2020-08-20,인천,10,0
2020-08-20,전남,3,0
2020-08-20,전북,6,0
2020-08-20,제주,0,0
2020-08-20,충남,5,0
2020-08-20,충북,1,0
2020-08-20,부산,15,0
2020-08-20,경남,3,0
2020-08-20,경북,5,0
2020-08-20,광주,1,0
2020-08-20,대구,3,0
2020-08-20,서울,135,1
2020-08-20,세종,1,0
2020-08-20,울산,0,0
2020-08-20,인천,10,0
2020-08-20,전남,3,0
2020-08-20,전북,6,0
2020-08-20,제주,0,0
2020-08-20,충남,5,0
2020-08-20,충북,1,0
