 tDate, Area, Confirmeds,Deaths 
2021-03-02,강원,2,0
2021-03-02,경기,116,0
2021-03-02,강원,2,0
2021-03-02,경기,116,0
2021-03-02,경남,5,1
2021-03-02,경북,7,0
2021-03-02,광주,4,0
2021-03-02,대구,14,0
2021-03-02,대전,1,0
2021-03-02,부산,17,0
2021-03-02,서울,122,0
2021-03-02,세종,5,0
2021-03-02,울산,0,0
2021-03-02,인천,11,0
2021-03-02,전남,7,0
2021-03-02,전북,9,0
2021-03-02,제주,5,0
2021-03-02,충남,4,0
2021-03-02,충북,6,0
2021-03-02,대전,1,0
2021-03-02,부산,17,0
2021-03-02,경남,5,1
2021-03-02,경북,7,0
2021-03-02,광주,4,0
2021-03-02,대구,14,0
2021-03-02,서울,122,0
2021-03-02,세종,5,0
2021-03-02,울산,0,0
2021-03-02,인천,11,0
2021-03-02,전남,7,0
2021-03-02,전북,9,0
2021-03-02,제주,5,0
2021-03-02,충남,4,0
2021-03-02,충북,6,0
