 tDate, Area, Confirmeds,Deaths 
2021-07-16,강원,28,0
2021-07-16,강원,28,0
2021-07-16,경기,456,0
2021-07-16,경남,80,0
2021-07-16,경북,12,0
2021-07-16,광주,23,0
2021-07-16,대구,32,0
2021-07-16,대전,49,0
2021-07-16,부산,50,1
2021-07-16,서울,570,0
2021-07-16,세종,7,0
2021-07-16,울산,14,0
2021-07-16,인천,97,0
2021-07-16,전남,8,0
2021-07-16,전북,13,0
2021-07-16,제주,10,0
2021-07-16,충남,39,0
2021-07-16,충북,14,0
2021-07-16,경기,456,0
2021-07-16,대구,32,0
2021-07-16,대전,49,0
2021-07-16,경남,80,0
2021-07-16,경북,12,0
2021-07-16,광주,23,0
2021-07-16,부산,50,1
2021-07-16,서울,570,0
2021-07-16,세종,7,0
2021-07-16,울산,14,0
2021-07-16,인천,97,0
2021-07-16,전남,8,0
2021-07-16,전북,13,0
2021-07-16,제주,10,0
2021-07-16,충남,39,0
2021-07-16,충북,14,0
