 tDate, Area, Confirmeds,Deaths 
2021-03-26,강원,24,0
2021-03-26,경기,196,3
2021-03-26,강원,24,0
2021-03-26,경기,196,3
2021-03-26,경남,37,0
2021-03-26,경북,13,0
2021-03-26,광주,3,0
2021-03-26,대구,18,0
2021-03-26,대전,14,0
2021-03-26,부산,11,2
2021-03-26,서울,122,2
2021-03-26,세종,0,0
2021-03-26,울산,0,0
2021-03-26,인천,29,0
2021-03-26,전남,2,0
2021-03-26,전북,3,0
2021-03-26,제주,3,0
2021-03-26,충남,3,0
2021-03-26,충북,13,0
2021-03-26,대전,14,0
2021-03-26,부산,11,2
2021-03-26,경남,37,0
2021-03-26,경북,13,0
2021-03-26,광주,3,0
2021-03-26,대구,18,0
2021-03-26,서울,122,2
2021-03-26,세종,0,0
2021-03-26,울산,0,0
2021-03-26,인천,29,0
2021-03-26,전남,2,0
2021-03-26,전북,3,0
2021-03-26,제주,3,0
2021-03-26,충남,3,0
2021-03-26,충북,13,0
