 tDate, Area, Confirmeds,Deaths 
2021-02-12,강원,6,0
2021-02-12,경기,105,5
2021-02-12,강원,6,0
2021-02-12,경기,105,5
2021-02-12,경남,4,0
2021-02-12,경북,4,0
2021-02-12,광주,6,0
2021-02-12,대구,12,0
2021-02-12,대전,1,0
2021-02-12,부산,27,1
2021-02-12,서울,158,4
2021-02-12,세종,2,0
2021-02-12,울산,0,0
2021-02-12,인천,43,0
2021-02-12,전남,4,0
2021-02-12,전북,2,1
2021-02-12,제주,4,0
2021-02-12,충남,13,0
2021-02-12,충북,6,0
2021-02-12,대전,1,0
2021-02-12,부산,27,1
2021-02-12,경남,4,0
2021-02-12,경북,4,0
2021-02-12,광주,6,0
2021-02-12,대구,12,0
2021-02-12,서울,158,4
2021-02-12,세종,2,0
2021-02-12,울산,0,0
2021-02-12,인천,43,0
2021-02-12,전남,4,0
2021-02-12,전북,2,1
2021-02-12,제주,4,0
2021-02-12,충남,13,0
2021-02-12,충북,6,0
