 tDate, Area, Confirmeds,Deaths 
2020-08-15,강원,3,0
2020-08-15,경기,72,0
2020-08-15,대전,1,0
2020-08-15,강원,3,0
2020-08-15,경기,72,0
2020-08-15,경남,1,0
2020-08-15,경북,0,0
2020-08-15,광주,1,0
2020-08-15,대구,0,0
2020-08-15,대전,1,0
2020-08-15,부산,3,0
2020-08-15,서울,74,0
2020-08-15,세종,0,0
2020-08-15,울산,0,0
2020-08-15,인천,6,0
2020-08-15,전남,0,0
2020-08-15,전북,1,0
2020-08-15,제주,0,0
2020-08-15,충남,2,0
2020-08-15,충북,0,0
2020-08-15,부산,3,0
2020-08-15,경남,1,0
2020-08-15,경북,0,0
2020-08-15,광주,1,0
2020-08-15,대구,0,0
2020-08-15,서울,74,0
2020-08-15,세종,0,0
2020-08-15,울산,0,0
2020-08-15,인천,6,0
2020-08-15,전남,0,0
2020-08-15,전북,1,0
2020-08-15,제주,0,0
2020-08-15,충남,2,0
2020-08-15,충북,0,0
