 tDate, Area, Confirmeds,Deaths 
2021-07-10,강원,0,0
2021-07-10,강원,0,0
2021-07-10,경기,10,0
2021-07-10,경남,2,0
2021-07-10,경북,0,0
2021-07-10,광주,0,0
2021-07-10,대구,4,0
2021-07-10,대전,0,0
2021-07-10,부산,0,0
2021-07-10,서울,12,2
2021-07-10,세종,0,0
2021-07-10,울산,0,0
2021-07-10,인천,0,0
2021-07-10,전남,0,0
2021-07-10,전북,0,0
2021-07-10,제주,0,0
2021-07-10,충남,1,0
2021-07-10,충북,0,0
2021-07-10,경기,10,0
2021-07-10,대구,4,0
2021-07-10,대전,0,0
2021-07-10,경남,2,0
2021-07-10,경북,0,0
2021-07-10,광주,0,0
2021-07-10,부산,0,0
2021-07-10,서울,12,2
2021-07-10,세종,0,0
2021-07-10,울산,0,0
2021-07-10,인천,0,0
2021-07-10,전남,0,0
2021-07-10,전북,0,0
2021-07-10,제주,0,0
2021-07-10,충남,1,0
2021-07-10,충북,0,0
