 tDate, Area, Confirmeds,Deaths 
2021-08-11,강원,19,0
2021-08-11,강원,19,0
2021-08-11,경기,666,0
2021-08-11,경남,141,0
2021-08-11,경북,67,0
2021-08-11,광주,20,0
2021-08-11,대구,66,0
2021-08-11,대전,43,0
2021-08-11,부산,126,0
2021-08-11,서울,661,1
2021-08-11,세종,8,0
2021-08-11,울산,48,0
2021-08-11,인천,112,0
2021-08-11,전남,18,0
2021-08-11,전북,31,0
2021-08-11,제주,28,0
2021-08-11,충남,86,0
2021-08-11,충북,56,0
2021-08-11,경기,666,0
2021-08-11,대구,66,0
2021-08-11,대전,43,0
2021-08-11,경남,141,0
2021-08-11,경북,67,0
2021-08-11,광주,20,0
2021-08-11,부산,126,0
2021-08-11,서울,661,1
2021-08-11,세종,8,0
2021-08-11,울산,48,0
2021-08-11,인천,112,0
2021-08-11,전남,18,0
2021-08-11,전북,31,0
2021-08-11,제주,28,0
2021-08-11,충남,86,0
2021-08-11,충북,56,0
