 tDate, Area, Confirmeds,Deaths 
2020-06-23,강원,0,0
2020-06-23,경기,7,1
2020-06-23,대전,4,0
2020-06-23,부산,0,0
2020-06-23,강원,0,0
2020-06-23,경기,7,1
2020-06-23,경남,0,0
2020-06-23,경북,0,0
2020-06-23,광주,0,0
2020-06-23,대구,1,0
2020-06-23,대전,4,0
2020-06-23,부산,0,0
2020-06-23,서울,6,0
2020-06-23,세종,0,0
2020-06-23,울산,0,0
2020-06-23,인천,1,0
2020-06-23,전남,0,0
2020-06-23,전북,0,0
2020-06-23,제주,0,0
2020-06-23,충남,0,0
2020-06-23,충북,1,0
2020-06-23,경남,0,0
2020-06-23,경북,0,0
2020-06-23,광주,0,0
2020-06-23,대구,1,0
2020-06-23,서울,6,0
2020-06-23,세종,0,0
2020-06-23,울산,0,0
2020-06-23,인천,1,0
2020-06-23,전남,0,0
2020-06-23,전북,0,0
2020-06-23,제주,0,0
2020-06-23,충남,0,0
2020-06-23,충북,1,0
