 tDate, Area, Confirmeds,Deaths 
2021-02-04,강원,8,0
2021-02-04,경기,134,2
2021-02-04,강원,8,0
2021-02-04,경기,134,2
2021-02-04,경남,8,0
2021-02-04,경북,6,0
2021-02-04,광주,12,0
2021-02-04,대구,8,1
2021-02-04,대전,2,0
2021-02-04,부산,26,0
2021-02-04,서울,172,2
2021-02-04,세종,0,0
2021-02-04,울산,2,1
2021-02-04,인천,44,1
2021-02-04,전남,2,0
2021-02-04,전북,1,0
2021-02-04,제주,3,0
2021-02-04,충남,13,0
2021-02-04,충북,4,0
2021-02-04,대전,2,0
2021-02-04,부산,26,0
2021-02-04,경남,8,0
2021-02-04,경북,6,0
2021-02-04,광주,12,0
2021-02-04,대구,8,1
2021-02-04,서울,172,2
2021-02-04,세종,0,0
2021-02-04,울산,2,1
2021-02-04,인천,44,1
2021-02-04,전남,2,0
2021-02-04,전북,1,0
2021-02-04,제주,3,0
2021-02-04,충남,13,0
2021-02-04,충북,4,0
