 tDate, Area, Confirmeds,Deaths 
2020-04-02,강원,1,0
2020-04-02,경기,17,0
2020-04-02,경남,6,0
2020-04-02,대전,0,0
2020-04-02,부산,0,0
2020-04-02,강원,1,0
2020-04-02,경기,17,0
2020-04-02,경남,6,0
2020-04-02,경북,2,2
2020-04-02,광주,1,0
2020-04-02,대구,21,2
2020-04-02,대전,0,0
2020-04-02,부산,0,0
2020-04-02,서울,14,0
2020-04-02,세종,0,0
2020-04-02,울산,1,0
2020-04-02,인천,4,0
2020-04-02,전남,2,0
2020-04-02,전북,0,0
2020-04-02,제주,0,0
2020-04-02,충남,2,0
2020-04-02,충북,0,0
2020-04-02,경북,2,2
2020-04-02,광주,1,0
2020-04-02,대구,21,2
2020-04-02,서울,14,0
2020-04-02,세종,0,0
2020-04-02,울산,1,0
2020-04-02,인천,4,0
2020-04-02,전남,2,0
2020-04-02,전북,0,0
2020-04-02,제주,0,0
2020-04-02,충남,2,0
2020-04-02,충북,0,0
