 tDate, Area, Confirmeds,Deaths 
2020-11-09,강원,11,0
2020-11-09,경기,22,1
2020-11-09,대전,0,0
2020-11-09,강원,11,0
2020-11-09,경기,22,1
2020-11-09,경남,4,0
2020-11-09,경북,1,0
2020-11-09,광주,1,0
2020-11-09,대구,6,0
2020-11-09,대전,0,0
2020-11-09,부산,2,1
2020-11-09,서울,46,0
2020-11-09,세종,0,0
2020-11-09,울산,0,0
2020-11-09,인천,2,0
2020-11-09,전남,2,0
2020-11-09,전북,4,0
2020-11-09,제주,0,0
2020-11-09,충남,10,0
2020-11-09,충북,4,0
2020-11-09,부산,2,1
2020-11-09,경남,4,0
2020-11-09,경북,1,0
2020-11-09,광주,1,0
2020-11-09,대구,6,0
2020-11-09,서울,46,0
2020-11-09,세종,0,0
2020-11-09,울산,0,0
2020-11-09,인천,2,0
2020-11-09,전남,2,0
2020-11-09,전북,4,0
2020-11-09,제주,0,0
2020-11-09,충남,10,0
2020-11-09,충북,4,0
