 tDate, Area, Confirmeds,Deaths 
2021-02-26,강원,6,0
2021-02-26,경기,141,2
2021-02-26,강원,6,0
2021-02-26,경기,141,2
2021-02-26,경남,6,0
2021-02-26,경북,24,0
2021-02-26,광주,11,0
2021-02-26,대구,10,0
2021-02-26,대전,6,0
2021-02-26,부산,11,0
2021-02-26,서울,132,2
2021-02-26,세종,1,0
2021-02-26,울산,1,0
2021-02-26,인천,15,0
2021-02-26,전남,5,0
2021-02-26,전북,16,0
2021-02-26,제주,0,0
2021-02-26,충남,3,0
2021-02-26,충북,10,0
2021-02-26,대전,6,0
2021-02-26,부산,11,0
2021-02-26,경남,6,0
2021-02-26,경북,24,0
2021-02-26,광주,11,0
2021-02-26,대구,10,0
2021-02-26,서울,132,2
2021-02-26,세종,1,0
2021-02-26,울산,1,0
2021-02-26,인천,15,0
2021-02-26,전남,5,0
2021-02-26,전북,16,0
2021-02-26,제주,0,0
2021-02-26,충남,3,0
2021-02-26,충북,10,0
