 tDate, Area, Confirmeds,Deaths 
2021-06-10,강원,16,0
2021-06-10,경기,180,0
2021-06-10,대전,22,1
2021-06-10,강원,16,0
2021-06-10,경기,180,0
2021-06-10,경남,33,0
2021-06-10,경북,11,1
2021-06-10,광주,4,0
2021-06-10,대구,30,0
2021-06-10,대전,22,1
2021-06-10,부산,15,0
2021-06-10,서울,213,0
2021-06-10,세종,3,0
2021-06-10,울산,7,0
2021-06-10,인천,22,0
2021-06-10,전남,4,0
2021-06-10,전북,2,0
2021-06-10,제주,10,0
2021-06-10,충남,7,0
2021-06-10,충북,24,0
2021-06-10,경남,33,0
2021-06-10,경북,11,1
2021-06-10,광주,4,0
2021-06-10,대구,30,0
2021-06-10,부산,15,0
2021-06-10,서울,213,0
2021-06-10,세종,3,0
2021-06-10,울산,7,0
2021-06-10,인천,22,0
2021-06-10,전남,4,0
2021-06-10,전북,2,0
2021-06-10,제주,10,0
2021-06-10,충남,7,0
2021-06-10,충북,24,0
