 tDate, Area, Confirmeds,Deaths 
2020-05-06,강원,0,0
2020-05-06,경기,0,0
2020-05-06,경남,0,0
2020-05-06,대전,0,0
2020-05-06,부산,0,0
2020-05-06,강원,0,0
2020-05-06,경기,0,0
2020-05-06,경남,0,0
2020-05-06,경북,0,0
2020-05-06,광주,0,0
2020-05-06,대구,0,1
2020-05-06,대전,0,0
2020-05-06,부산,0,0
2020-05-06,서울,0,0
2020-05-06,세종,0,0
2020-05-06,울산,0,0
2020-05-06,인천,0,0
2020-05-06,전남,0,0
2020-05-06,전북,0,0
2020-05-06,제주,0,0
2020-05-06,충남,0,0
2020-05-06,충북,0,0
2020-05-06,경북,0,0
2020-05-06,광주,0,0
2020-05-06,대구,0,1
2020-05-06,서울,0,0
2020-05-06,세종,0,0
2020-05-06,울산,0,0
2020-05-06,인천,0,0
2020-05-06,전남,0,0
2020-05-06,전북,0,0
2020-05-06,제주,0,0
2020-05-06,충남,0,0
2020-05-06,충북,0,0
