 tDate, Area, Confirmeds,Deaths 
2021-05-30,강원,0,0
2021-05-30,경기,10,3
2021-05-30,대전,0,0
2021-05-30,강원,0,0
2021-05-30,경기,10,3
2021-05-30,경남,2,0
2021-05-30,경북,0,0
2021-05-30,광주,0,0
2021-05-30,대구,4,0
2021-05-30,대전,0,0
2021-05-30,부산,0,0
2021-05-30,서울,12,2
2021-05-30,세종,0,0
2021-05-30,울산,0,0
2021-05-30,인천,0,0
2021-05-30,전남,0,0
2021-05-30,전북,0,0
2021-05-30,제주,0,0
2021-05-30,충남,1,1
2021-05-30,충북,0,0
2021-05-30,경남,2,0
2021-05-30,경북,0,0
2021-05-30,광주,0,0
2021-05-30,대구,4,0
2021-05-30,부산,0,0
2021-05-30,서울,12,2
2021-05-30,세종,0,0
2021-05-30,울산,0,0
2021-05-30,인천,0,0
2021-05-30,전남,0,0
2021-05-30,전북,0,0
2021-05-30,제주,0,0
2021-05-30,충남,1,1
2021-05-30,충북,0,0
