 tDate, Area, Confirmeds,Deaths 
2021-03-16,강원,13,0
2021-03-16,경기,148,1
2021-03-16,강원,13,0
2021-03-16,경기,148,1
2021-03-16,경남,65,0
2021-03-16,경북,4,0
2021-03-16,광주,2,0
2021-03-16,대구,3,0
2021-03-16,대전,1,0
2021-03-16,부산,7,0
2021-03-16,서울,79,2
2021-03-16,세종,0,0
2021-03-16,울산,3,0
2021-03-16,인천,14,0
2021-03-16,전남,1,0
2021-03-16,전북,7,0
2021-03-16,제주,2,0
2021-03-16,충남,4,0
2021-03-16,충북,3,0
2021-03-16,대전,1,0
2021-03-16,부산,7,0
2021-03-16,경남,65,0
2021-03-16,경북,4,0
2021-03-16,광주,2,0
2021-03-16,대구,3,0
2021-03-16,서울,79,2
2021-03-16,세종,0,0
2021-03-16,울산,3,0
2021-03-16,인천,14,0
2021-03-16,전남,1,0
2021-03-16,전북,7,0
2021-03-16,제주,2,0
2021-03-16,충남,4,0
2021-03-16,충북,3,0
