 tDate, Area, Confirmeds,Deaths 
2021-05-09,강원,7,0
2021-05-09,경기,149,4
2021-05-09,강원,7,0
2021-05-09,경기,149,4
2021-05-09,경남,30,0
2021-05-09,경북,19,0
2021-05-09,광주,6,0
2021-05-09,대구,6,0
2021-05-09,대전,2,1
2021-05-09,부산,10,0
2021-05-09,서울,195,3
2021-05-09,세종,1,0
2021-05-09,울산,28,0
2021-05-09,인천,11,1
2021-05-09,전남,24,0
2021-05-09,전북,8,0
2021-05-09,제주,18,0
2021-05-09,충남,10,0
2021-05-09,충북,9,0
2021-05-09,대전,2,1
2021-05-09,경남,30,0
2021-05-09,경북,19,0
2021-05-09,광주,6,0
2021-05-09,대구,6,0
2021-05-09,부산,10,0
2021-05-09,서울,195,3
2021-05-09,세종,1,0
2021-05-09,울산,28,0
2021-05-09,인천,11,1
2021-05-09,전남,24,0
2021-05-09,전북,8,0
2021-05-09,제주,18,0
2021-05-09,충남,10,0
2021-05-09,충북,9,0
