 tDate, Area, Confirmeds,Deaths 
2020-07-30,강원,0,0
2020-07-30,경기,5,0
2020-07-30,대전,0,0
2020-07-30,강원,0,0
2020-07-30,경기,5,0
2020-07-30,경남,1,0
2020-07-30,경북,1,0
2020-07-30,광주,0,0
2020-07-30,대구,0,0
2020-07-30,대전,0,0
2020-07-30,부산,0,0
2020-07-30,서울,3,0
2020-07-30,세종,0,0
2020-07-30,울산,0,0
2020-07-30,인천,0,0
2020-07-30,전남,0,0
2020-07-30,전북,0,0
2020-07-30,제주,0,0
2020-07-30,충남,0,0
2020-07-30,충북,0,0
2020-07-30,부산,0,0
2020-07-30,경남,1,0
2020-07-30,경북,1,0
2020-07-30,광주,0,0
2020-07-30,대구,0,0
2020-07-30,서울,3,0
2020-07-30,세종,0,0
2020-07-30,울산,0,0
2020-07-30,인천,0,0
2020-07-30,전남,0,0
2020-07-30,전북,0,0
2020-07-30,제주,0,0
2020-07-30,충남,0,0
2020-07-30,충북,0,0
