 tDate, Area, Confirmeds,Deaths 
2021-05-06,강원,12,0
2021-05-06,경기,142,3
2021-05-06,강원,12,0
2021-05-06,경기,142,3
2021-05-06,경남,17,0
2021-05-06,경북,22,0
2021-05-06,광주,8,0
2021-05-06,대구,7,0
2021-05-06,대전,18,0
2021-05-06,부산,28,0
2021-05-06,서울,212,1
2021-05-06,세종,1,0
2021-05-06,울산,38,0
2021-05-06,인천,19,0
2021-05-06,전남,10,0
2021-05-06,전북,5,0
2021-05-06,제주,6,0
2021-05-06,충남,15,0
2021-05-06,충북,6,0
2021-05-06,대전,18,0
2021-05-06,경남,17,0
2021-05-06,경북,22,0
2021-05-06,광주,8,0
2021-05-06,대구,7,0
2021-05-06,부산,28,0
2021-05-06,서울,212,1
2021-05-06,세종,1,0
2021-05-06,울산,38,0
2021-05-06,인천,19,0
2021-05-06,전남,10,0
2021-05-06,전북,5,0
2021-05-06,제주,6,0
2021-05-06,충남,15,0
2021-05-06,충북,6,0
