 tDate, Area, Confirmeds,Deaths 
2020-04-14,강원,0,0
2020-04-14,경기,8,0
2020-04-14,경남,0,0
2020-04-14,대전,0,0
2020-04-14,부산,0,0
2020-04-14,강원,0,0
2020-04-14,경기,8,0
2020-04-14,경남,0,0
2020-04-14,경북,5,0
2020-04-14,광주,0,0
2020-04-14,대구,3,5
2020-04-14,대전,0,0
2020-04-14,부산,0,0
2020-04-14,서울,2,0
2020-04-14,세종,0,0
2020-04-14,울산,1,0
2020-04-14,인천,1,0
2020-04-14,전남,0,0
2020-04-14,전북,0,0
2020-04-14,제주,0,0
2020-04-14,충남,0,0
2020-04-14,충북,0,0
2020-04-14,경북,5,0
2020-04-14,광주,0,0
2020-04-14,대구,3,5
2020-04-14,서울,2,0
2020-04-14,세종,0,0
2020-04-14,울산,1,0
2020-04-14,인천,1,0
2020-04-14,전남,0,0
2020-04-14,전북,0,0
2020-04-14,제주,0,0
2020-04-14,충남,0,0
2020-04-14,충북,0,0
