 tDate, Area, Confirmeds,Deaths 
2021-01-12,강원,7,1
2021-01-12,경기,175,8
2021-01-12,대전,7,0
2021-01-12,강원,7,1
2021-01-12,경기,175,8
2021-01-12,경남,55,0
2021-01-12,경북,8,0
2021-01-12,광주,7,0
2021-01-12,대구,18,0
2021-01-12,대전,7,0
2021-01-12,부산,21,3
2021-01-12,서울,167,9
2021-01-12,세종,1,0
2021-01-12,울산,7,1
2021-01-12,인천,21,1
2021-01-12,전남,2,0
2021-01-12,전북,12,0
2021-01-12,제주,2,0
2021-01-12,충남,3,1
2021-01-12,충북,16,1
2021-01-12,부산,21,3
2021-01-12,경남,55,0
2021-01-12,경북,8,0
2021-01-12,광주,7,0
2021-01-12,대구,18,0
2021-01-12,서울,167,9
2021-01-12,세종,1,0
2021-01-12,울산,7,1
2021-01-12,인천,21,1
2021-01-12,전남,2,0
2021-01-12,전북,12,0
2021-01-12,제주,2,0
2021-01-12,충남,3,1
2021-01-12,충북,16,1
