 tDate, Area, Confirmeds,Deaths 
2021-06-19,강원,5,0
2021-06-19,경기,145,0
2021-06-19,대전,5,0
2021-06-19,강원,5,0
2021-06-19,경기,145,0
2021-06-19,경남,11,0
2021-06-19,경북,4,0
2021-06-19,광주,4,0
2021-06-19,대구,13,0
2021-06-19,대전,5,0
2021-06-19,부산,18,0
2021-06-19,서울,197,1
2021-06-19,세종,2,0
2021-06-19,울산,5,0
2021-06-19,인천,22,0
2021-06-19,전남,5,0
2021-06-19,전북,5,0
2021-06-19,제주,7,0
2021-06-19,충남,12,0
2021-06-19,충북,10,0
2021-06-19,경남,11,0
2021-06-19,경북,4,0
2021-06-19,광주,4,0
2021-06-19,대구,13,0
2021-06-19,부산,18,0
2021-06-19,서울,197,1
2021-06-19,세종,2,0
2021-06-19,울산,5,0
2021-06-19,인천,22,0
2021-06-19,전남,5,0
2021-06-19,전북,5,0
2021-06-19,제주,7,0
2021-06-19,충남,12,0
2021-06-19,충북,10,0
