 tDate, Area, Confirmeds,Deaths 
2020-11-23,강원,12,1
2020-11-23,경기,76,0
2020-11-23,대전,3,0
2020-11-23,강원,12,1
2020-11-23,경기,76,0
2020-11-23,경남,2,1
2020-11-23,경북,4,0
2020-11-23,광주,1,0
2020-11-23,대구,2,1
2020-11-23,대전,3,0
2020-11-23,부산,5,0
2020-11-23,서울,112,1
2020-11-23,세종,1,0
2020-11-23,울산,1,0
2020-11-23,인천,23,0
2020-11-23,전남,5,0
2020-11-23,전북,9,0
2020-11-23,제주,1,0
2020-11-23,충남,9,0
2020-11-23,충북,0,0
2020-11-23,부산,5,0
2020-11-23,경남,2,1
2020-11-23,경북,4,0
2020-11-23,광주,1,0
2020-11-23,대구,2,1
2020-11-23,서울,112,1
2020-11-23,세종,1,0
2020-11-23,울산,1,0
2020-11-23,인천,23,0
2020-11-23,전남,5,0
2020-11-23,전북,9,0
2020-11-23,제주,1,0
2020-11-23,충남,9,0
2020-11-23,충북,0,0
