 tDate, Area, Confirmeds,Deaths 
2020-12-24,강원,21,0
2020-12-24,강원,21,0
2020-12-24,경기,285,0
2020-12-24,경기,285,10
2020-12-24,대전,11,0
2020-12-24,대전,11,0
2020-12-24,강원,21,0
2020-12-24,강원,21,0
2020-12-24,경기,285,0
2020-12-24,경기,285,10
2020-12-24,경남,21,0
2020-12-24,경남,21,0
2020-12-24,경북,50,0
2020-12-24,경북,50,0
2020-12-24,광주,15,0
2020-12-24,광주,15,0
2020-12-24,대구,26,0
2020-12-24,대구,26,0
2020-12-24,대전,11,0
2020-12-24,대전,11,0
2020-12-24,부산,44,0
2020-12-24,부산,44,1
2020-12-24,서울,319,0
2020-12-24,서울,319,2
2020-12-24,세종,2,0
2020-12-24,세종,2,0
2020-12-24,울산,9,0
2020-12-24,울산,9,2
2020-12-24,인천,53,0
2020-12-24,인천,53,1
2020-12-24,전남,2,0
2020-12-24,전남,2,0
2020-12-24,전북,12,0
2020-12-24,전북,12,0
2020-12-24,제주,26,0
2020-12-24,제주,26,0
2020-12-24,충남,31,0
2020-12-24,충남,31,1
2020-12-24,충북,47,0
2020-12-24,충북,47,0
2020-12-24,부산,44,0
2020-12-24,부산,44,1
2020-12-24,경남,21,0
2020-12-24,경남,21,0
2020-12-24,경북,50,0
2020-12-24,경북,50,0
2020-12-24,광주,15,0
2020-12-24,광주,15,0
2020-12-24,대구,26,0
2020-12-24,대구,26,0
2020-12-24,서울,319,0
2020-12-24,서울,319,2
2020-12-24,세종,2,0
2020-12-24,세종,2,0
2020-12-24,울산,9,0
2020-12-24,울산,9,2
2020-12-24,인천,53,0
2020-12-24,인천,53,1
2020-12-24,전남,2,0
2020-12-24,전남,2,0
2020-12-24,전북,12,0
2020-12-24,전북,12,0
2020-12-24,제주,26,0
2020-12-24,제주,26,0
2020-12-24,충남,31,0
2020-12-24,충남,31,1
2020-12-24,충북,47,0
2020-12-24,충북,47,0
