 tDate, Area, Confirmeds,Deaths 
2020-05-29,강원,0,0
2020-05-29,경기,20,0
2020-05-29,경남,0,0
2020-05-29,대전,0,0
2020-05-29,부산,0,0
2020-05-29,강원,0,0
2020-05-29,경기,20,0
2020-05-29,경남,0,0
2020-05-29,경북,0,0
2020-05-29,광주,0,0
2020-05-29,대구,0,0
2020-05-29,대전,0,0
2020-05-29,부산,0,0
2020-05-29,서울,20,0
2020-05-29,세종,0,0
2020-05-29,울산,0,0
2020-05-29,인천,18,0
2020-05-29,전남,0,0
2020-05-29,전북,0,0
2020-05-29,제주,0,0
2020-05-29,충남,0,0
2020-05-29,충북,0,0
2020-05-29,경북,0,0
2020-05-29,광주,0,0
2020-05-29,대구,0,0
2020-05-29,서울,20,0
2020-05-29,세종,0,0
2020-05-29,울산,0,0
2020-05-29,인천,18,0
2020-05-29,전남,0,0
2020-05-29,전북,0,0
2020-05-29,제주,0,0
2020-05-29,충남,0,0
2020-05-29,충북,0,0
