 tDate, Area, Confirmeds,Deaths 
2020-03-14,강원,0,0
2020-03-14,경기,15,1
2020-03-14,경남,0,0
2020-03-14,대전,0,0
2020-03-14,부산,3,0
2020-03-14,강원,0,0
2020-03-14,경기,15,1
2020-03-14,경남,0,0
2020-03-14,경북,6,1
2020-03-14,광주,0,0
2020-03-14,대구,62,3
2020-03-14,대전,0,0
2020-03-14,부산,3,0
2020-03-14,서울,13,0
2020-03-14,세종,6,0
2020-03-14,울산,0,0
2020-03-14,인천,1,0
2020-03-14,전남,0,0
2020-03-14,전북,0,0
2020-03-14,제주,0,0
2020-03-14,충남,0,0
2020-03-14,충북,1,0
2020-03-14,경북,6,1
2020-03-14,광주,0,0
2020-03-14,대구,62,3
2020-03-14,서울,13,0
2020-03-14,세종,6,0
2020-03-14,울산,0,0
2020-03-14,인천,1,0
2020-03-14,전남,0,0
2020-03-14,전북,0,0
2020-03-14,제주,0,0
2020-03-14,충남,0,0
2020-03-14,충북,1,0
