 tDate, Area, Confirmeds,Deaths 
2021-07-01,강원,10,0
2021-07-01,강원,10,0
2021-07-01,경기,249,0
2021-07-01,경남,10,0
2021-07-01,경북,5,0
2021-07-01,광주,7,0
2021-07-01,대구,7,0
2021-07-01,대전,16,0
2021-07-01,부산,18,1
2021-07-01,서울,334,1
2021-07-01,세종,5,0
2021-07-01,울산,2,0
2021-07-01,인천,36,0
2021-07-01,전남,5,1
2021-07-01,전북,7,0
2021-07-01,제주,1,0
2021-07-01,충남,15,0
2021-07-01,충북,4,0
2021-07-01,경기,249,0
2021-07-01,대전,16,0
2021-07-01,경남,10,0
2021-07-01,경북,5,0
2021-07-01,광주,7,0
2021-07-01,대구,7,0
2021-07-01,부산,18,1
2021-07-01,서울,334,1
2021-07-01,세종,5,0
2021-07-01,울산,2,0
2021-07-01,인천,36,0
2021-07-01,전남,5,1
2021-07-01,전북,7,0
2021-07-01,제주,1,0
2021-07-01,충남,15,0
2021-07-01,충북,4,0
