 tDate, Area, Confirmeds,Deaths 
2021-06-30,강원,15,0
2021-06-30,강원,15,0
2021-06-30,경기,240,0
2021-06-30,경남,17,0
2021-06-30,경북,4,0
2021-06-30,광주,6,0
2021-06-30,대구,11,0
2021-06-30,대전,26,0
2021-06-30,부산,14,0
2021-06-30,서울,375,0
2021-06-30,세종,3,0
2021-06-30,울산,4,0
2021-06-30,인천,30,0
2021-06-30,전남,7,0
2021-06-30,전북,10,0
2021-06-30,제주,2,0
2021-06-30,충남,8,1
2021-06-30,충북,5,0
2021-06-30,경기,240,0
2021-06-30,대전,26,0
2021-06-30,경남,17,0
2021-06-30,경북,4,0
2021-06-30,광주,6,0
2021-06-30,대구,11,0
2021-06-30,부산,14,0
2021-06-30,서울,375,0
2021-06-30,세종,3,0
2021-06-30,울산,4,0
2021-06-30,인천,30,0
2021-06-30,전남,7,0
2021-06-30,전북,10,0
2021-06-30,제주,2,0
2021-06-30,충남,8,1
2021-06-30,충북,5,0
