 tDate, Area, Confirmeds,Deaths 
2020-07-24,강원,0,0
2020-07-24,경기,8,0
2020-07-24,대전,0,0
2020-07-24,강원,0,0
2020-07-24,경기,8,0
2020-07-24,경남,2,0
2020-07-24,경북,1,0
2020-07-24,광주,2,0
2020-07-24,대구,2,1
2020-07-24,대전,0,0
2020-07-24,부산,2,0
2020-07-24,서울,21,0
2020-07-24,세종,0,0
2020-07-24,울산,0,0
2020-07-24,인천,0,0
2020-07-24,전남,0,0
2020-07-24,전북,0,0
2020-07-24,제주,0,0
2020-07-24,충남,0,0
2020-07-24,충북,0,0
2020-07-24,부산,2,0
2020-07-24,경남,2,0
2020-07-24,경북,1,0
2020-07-24,광주,2,0
2020-07-24,대구,2,1
2020-07-24,서울,21,0
2020-07-24,세종,0,0
2020-07-24,울산,0,0
2020-07-24,인천,0,0
2020-07-24,전남,0,0
2020-07-24,전북,0,0
2020-07-24,제주,0,0
2020-07-24,충남,0,0
2020-07-24,충북,0,0
