 tDate, Area, Confirmeds,Deaths 
2020-10-29,강원,7,0
2020-10-29,강원,7,0
2020-10-29,경기,58,0
2020-10-29,경남,0,0
2020-10-29,경북,1,0
2020-10-29,광주,2,0
2020-10-29,대구,3,0
2020-10-29,대전,0,0
2020-10-29,부산,0,0
2020-10-29,서울,36,1
2020-10-29,세종,0,0
2020-10-29,울산,2,0
2020-10-29,인천,5,0
2020-10-29,전남,0,0
2020-10-29,전북,1,0
2020-10-29,제주,0,0
2020-10-29,충남,1,0
2020-10-29,충북,0,0
2020-10-29,경기,58,0
2020-10-29,대전,0,0
2020-10-29,부산,0,0
2020-10-29,경남,0,0
2020-10-29,경북,1,0
2020-10-29,광주,2,0
2020-10-29,대구,3,0
2020-10-29,서울,36,1
2020-10-29,세종,0,0
2020-10-29,울산,2,0
2020-10-29,인천,5,0
2020-10-29,전남,0,0
2020-10-29,전북,1,0
2020-10-29,제주,0,0
2020-10-29,충남,1,0
2020-10-29,충북,0,0
