 tDate, Area, Confirmeds,Deaths 
2020-07-08,강원,0,0
2020-07-08,경기,18,0
2020-07-08,대전,2,0
2020-07-08,부산,0,0
2020-07-08,강원,0,0
2020-07-08,경기,18,0
2020-07-08,경남,2,0
2020-07-08,경북,1,0
2020-07-08,광주,8,0
2020-07-08,대구,1,0
2020-07-08,대전,2,0
2020-07-08,부산,0,0
2020-07-08,서울,10,0
2020-07-08,세종,0,0
2020-07-08,울산,0,0
2020-07-08,인천,1,0
2020-07-08,전남,1,0
2020-07-08,전북,2,0
2020-07-08,제주,0,0
2020-07-08,충남,6,0
2020-07-08,충북,0,0
2020-07-08,경남,2,0
2020-07-08,경북,1,0
2020-07-08,광주,8,0
2020-07-08,대구,1,0
2020-07-08,서울,10,0
2020-07-08,세종,0,0
2020-07-08,울산,0,0
2020-07-08,인천,1,0
2020-07-08,전남,1,0
2020-07-08,전북,2,0
2020-07-08,제주,0,0
2020-07-08,충남,6,0
2020-07-08,충북,0,0
