 tDate, Area, Confirmeds,Deaths 
2021-03-30,강원,13,0
2021-03-30,경기,117,1
2021-03-30,강원,13,0
2021-03-30,경기,117,1
2021-03-30,경남,16,0
2021-03-30,경북,5,0
2021-03-30,광주,1,0
2021-03-30,대구,12,0
2021-03-30,대전,11,0
2021-03-30,부산,43,0
2021-03-30,서울,145,1
2021-03-30,세종,2,0
2021-03-30,울산,3,0
2021-03-30,인천,18,0
2021-03-30,전남,0,0
2021-03-30,전북,25,1
2021-03-30,제주,0,0
2021-03-30,충남,5,0
2021-03-30,충북,28,0
2021-03-30,대전,11,0
2021-03-30,부산,43,0
2021-03-30,경남,16,0
2021-03-30,경북,5,0
2021-03-30,광주,1,0
2021-03-30,대구,12,0
2021-03-30,서울,145,1
2021-03-30,세종,2,0
2021-03-30,울산,3,0
2021-03-30,인천,18,0
2021-03-30,전남,0,0
2021-03-30,전북,25,1
2021-03-30,제주,0,0
2021-03-30,충남,5,0
2021-03-30,충북,28,0
