 tDate, Area, Confirmeds,Deaths 
2021-06-21,강원,9,0
2021-06-21,경기,91,0
2021-06-21,대전,15,0
2021-06-21,강원,9,0
2021-06-21,경기,91,0
2021-06-21,경남,13,0
2021-06-21,경북,8,0
2021-06-21,광주,2,1
2021-06-21,대구,18,0
2021-06-21,대전,15,0
2021-06-21,부산,14,0
2021-06-21,서울,134,1
2021-06-21,세종,2,0
2021-06-21,울산,0,0
2021-06-21,인천,9,0
2021-06-21,전남,10,0
2021-06-21,전북,3,0
2021-06-21,제주,3,0
2021-06-21,충남,11,0
2021-06-21,충북,3,0
2021-06-21,경남,13,0
2021-06-21,경북,8,0
2021-06-21,광주,2,1
2021-06-21,대구,18,0
2021-06-21,부산,14,0
2021-06-21,서울,134,1
2021-06-21,세종,2,0
2021-06-21,울산,0,0
2021-06-21,인천,9,0
2021-06-21,전남,10,0
2021-06-21,전북,3,0
2021-06-21,제주,3,0
2021-06-21,충남,11,0
2021-06-21,충북,3,0
