 tDate, Area, Confirmeds,Deaths 
2020-07-23,강원,0,0
2020-07-23,경기,28,0
2020-07-23,대전,0,0
2020-07-23,강원,0,0
2020-07-23,경기,28,0
2020-07-23,경남,0,0
2020-07-23,경북,0,0
2020-07-23,광주,9,0
2020-07-23,대구,0,0
2020-07-23,대전,0,0
2020-07-23,부산,2,0
2020-07-23,서울,12,0
2020-07-23,세종,0,0
2020-07-23,울산,0,0
2020-07-23,인천,3,0
2020-07-23,전남,0,0
2020-07-23,전북,0,0
2020-07-23,제주,0,0
2020-07-23,충남,0,0
2020-07-23,충북,0,0
2020-07-23,부산,2,0
2020-07-23,경남,0,0
2020-07-23,경북,0,0
2020-07-23,광주,9,0
2020-07-23,대구,0,0
2020-07-23,서울,12,0
2020-07-23,세종,0,0
2020-07-23,울산,0,0
2020-07-23,인천,3,0
2020-07-23,전남,0,0
2020-07-23,전북,0,0
2020-07-23,제주,0,0
2020-07-23,충남,0,0
2020-07-23,충북,0,0
