 tDate, Area, Confirmeds,Deaths 
2020-12-06,강원,12,2
2020-12-06,강원,12,2
2020-12-06,경기,184,2
2020-12-06,경남,16,0
2020-12-06,경북,11,0
2020-12-06,광주,5,0
2020-12-06,대구,3,0
2020-12-06,대전,3,0
2020-12-06,부산,34,0
2020-12-06,서울,254,1
2020-12-06,세종,3,0
2020-12-06,울산,3,0
2020-12-06,인천,42,0
2020-12-06,전남,8,0
2020-12-06,전북,12,0
2020-12-06,제주,0,0
2020-12-06,충남,15,0
2020-12-06,충북,14,0
2020-12-06,경기,184,2
2020-12-06,대전,3,0
2020-12-06,부산,34,0
2020-12-06,경남,16,0
2020-12-06,경북,11,0
2020-12-06,광주,5,0
2020-12-06,대구,3,0
2020-12-06,서울,254,1
2020-12-06,세종,3,0
2020-12-06,울산,3,0
2020-12-06,인천,42,0
2020-12-06,전남,8,0
2020-12-06,전북,12,0
2020-12-06,제주,0,0
2020-12-06,충남,15,0
2020-12-06,충북,14,0
