 tDate, Area, Confirmeds,Deaths 
2021-03-25,강원,27,1
2021-03-25,경기,147,0
2021-03-25,강원,27,1
2021-03-25,경기,147,0
2021-03-25,경남,30,0
2021-03-25,경북,10,0
2021-03-25,광주,5,0
2021-03-25,대구,17,0
2021-03-25,대전,3,0
2021-03-25,부산,20,0
2021-03-25,서울,127,1
2021-03-25,세종,0,0
2021-03-25,울산,0,0
2021-03-25,인천,12,0
2021-03-25,전남,1,0
2021-03-25,전북,5,0
2021-03-25,제주,0,0
2021-03-25,충남,4,0
2021-03-25,충북,17,0
2021-03-25,대전,3,0
2021-03-25,부산,20,0
2021-03-25,경남,30,0
2021-03-25,경북,10,0
2021-03-25,광주,5,0
2021-03-25,대구,17,0
2021-03-25,서울,127,1
2021-03-25,세종,0,0
2021-03-25,울산,0,0
2021-03-25,인천,12,0
2021-03-25,전남,1,0
2021-03-25,전북,5,0
2021-03-25,제주,0,0
2021-03-25,충남,4,0
2021-03-25,충북,17,0
