 tDate, Area, Confirmeds,Deaths 
2021-06-16,강원,7,0
2021-06-16,경기,190,0
2021-06-16,대전,29,0
2021-06-16,강원,7,0
2021-06-16,경기,190,0
2021-06-16,경남,7,0
2021-06-16,경북,3,0
2021-06-16,광주,1,0
2021-06-16,대구,16,0
2021-06-16,대전,29,0
2021-06-16,부산,16,0
2021-06-16,서울,201,1
2021-06-16,세종,4,0
2021-06-16,울산,7,0
2021-06-16,인천,12,0
2021-06-16,전남,8,0
2021-06-16,전북,2,0
2021-06-16,제주,9,0
2021-06-16,충남,8,0
2021-06-16,충북,17,0
2021-06-16,경남,7,0
2021-06-16,경북,3,0
2021-06-16,광주,1,0
2021-06-16,대구,16,0
2021-06-16,부산,16,0
2021-06-16,서울,201,1
2021-06-16,세종,4,0
2021-06-16,울산,7,0
2021-06-16,인천,12,0
2021-06-16,전남,8,0
2021-06-16,전북,2,0
2021-06-16,제주,9,0
2021-06-16,충남,8,0
2021-06-16,충북,17,0
