 tDate, Area, Confirmeds,Deaths 
2020-08-31,강원,3,0
2020-08-31,경기,79,0
2020-08-31,경남,1,0
2020-08-31,경북,2,0
2020-08-31,광주,9,0
2020-08-31,대구,4,0
2020-08-31,대전,7,0
2020-08-31,부산,4,0
2020-08-31,서울,94,1
2020-08-31,세종,1,0
2020-08-31,울산,5,0
2020-08-31,인천,14,0
2020-08-31,전남,5,0
2020-08-31,전북,1,0
2020-08-31,제주,6,0
2020-08-31,충남,9,0
2020-08-31,충북,1,0
2020-08-31,강원,3,0
2020-08-31,경기,79,0
2020-08-31,대전,7,0
2020-08-31,부산,4,0
2020-08-31,경남,1,0
2020-08-31,경북,2,0
2020-08-31,광주,9,0
2020-08-31,대구,4,0
2020-08-31,서울,94,1
2020-08-31,세종,1,0
2020-08-31,울산,5,0
2020-08-31,인천,14,0
2020-08-31,전남,5,0
2020-08-31,전북,1,0
2020-08-31,제주,6,0
2020-08-31,충남,9,0
2020-08-31,충북,1,0
