 tDate, Area, Confirmeds,Deaths 
2021-05-11,강원,12,0
2021-05-11,경기,138,1
2021-05-11,강원,12,0
2021-05-11,경기,138,1
2021-05-11,경남,10,0
2021-05-11,경북,15,1
2021-05-11,광주,24,0
2021-05-11,대구,8,0
2021-05-11,대전,7,0
2021-05-11,부산,14,0
2021-05-11,서울,163,2
2021-05-11,세종,0,0
2021-05-11,울산,19,0
2021-05-11,인천,21,0
2021-05-11,전남,10,0
2021-05-11,전북,12,0
2021-05-11,제주,24,0
2021-05-11,충남,18,0
2021-05-11,충북,4,0
2021-05-11,대전,7,0
2021-05-11,경남,10,0
2021-05-11,경북,15,1
2021-05-11,광주,24,0
2021-05-11,대구,8,0
2021-05-11,부산,14,0
2021-05-11,서울,163,2
2021-05-11,세종,0,0
2021-05-11,울산,19,0
2021-05-11,인천,21,0
2021-05-11,전남,10,0
2021-05-11,전북,12,0
2021-05-11,제주,24,0
2021-05-11,충남,18,0
2021-05-11,충북,4,0
