 tDate, Area, Confirmeds,Deaths 
2020-04-17,강원,0,0
2020-04-17,경기,1,0
2020-04-17,경남,0,0
2020-04-17,대전,0,0
2020-04-17,부산,0,0
2020-04-17,강원,0,0
2020-04-17,경기,1,0
2020-04-17,경남,0,0
2020-04-17,경북,4,0
2020-04-17,광주,2,0
2020-04-17,대구,0,1
2020-04-17,대전,0,0
2020-04-17,부산,0,0
2020-04-17,서울,2,0
2020-04-17,세종,0,0
2020-04-17,울산,0,0
2020-04-17,인천,1,0
2020-04-17,전남,0,0
2020-04-17,전북,0,0
2020-04-17,제주,0,0
2020-04-17,충남,0,0
2020-04-17,충북,0,0
2020-04-17,경북,4,0
2020-04-17,광주,2,0
2020-04-17,대구,0,1
2020-04-17,서울,2,0
2020-04-17,세종,0,0
2020-04-17,울산,0,0
2020-04-17,인천,1,0
2020-04-17,전남,0,0
2020-04-17,전북,0,0
2020-04-17,제주,0,0
2020-04-17,충남,0,0
2020-04-17,충북,0,0
