 tDate, Area, Confirmeds,Deaths 
2020-09-14,강원,0,0
2020-09-14,경기,30,1
2020-09-14,대전,1,0
2020-09-14,강원,0,0
2020-09-14,경기,30,1
2020-09-14,경남,1,0
2020-09-14,경북,1,0
2020-09-14,광주,3,0
2020-09-14,대구,4,0
2020-09-14,대전,1,0
2020-09-14,부산,3,0
2020-09-14,서울,41,2
2020-09-14,세종,0,0
2020-09-14,울산,1,0
2020-09-14,인천,10,2
2020-09-14,전남,0,0
2020-09-14,전북,1,0
2020-09-14,제주,0,0
2020-09-14,충남,8,0
2020-09-14,충북,0,0
2020-09-14,부산,3,0
2020-09-14,경남,1,0
2020-09-14,경북,1,0
2020-09-14,광주,3,0
2020-09-14,대구,4,0
2020-09-14,서울,41,2
2020-09-14,세종,0,0
2020-09-14,울산,1,0
2020-09-14,인천,10,2
2020-09-14,전남,0,0
2020-09-14,전북,1,0
2020-09-14,제주,0,0
2020-09-14,충남,8,0
2020-09-14,충북,0,0
