 tDate, Area, Confirmeds,Deaths 
2021-04-01,강원,20,0
2021-04-01,경기,130,1
2021-04-01,강원,20,0
2021-04-01,경기,130,1
2021-04-01,경남,21,1
2021-04-01,경북,7,0
2021-04-01,광주,3,0
2021-04-01,대구,7,1
2021-04-01,대전,10,0
2021-04-01,부산,54,0
2021-04-01,서울,199,1
2021-04-01,세종,13,0
2021-04-01,울산,5,0
2021-04-01,인천,20,0
2021-04-01,전남,1,0
2021-04-01,전북,22,0
2021-04-01,제주,2,0
2021-04-01,충남,15,0
2021-04-01,충북,20,0
2021-04-01,대전,10,0
2021-04-01,부산,54,0
2021-04-01,경남,21,1
2021-04-01,경북,7,0
2021-04-01,광주,3,0
2021-04-01,대구,7,1
2021-04-01,서울,199,1
2021-04-01,세종,13,0
2021-04-01,울산,5,0
2021-04-01,인천,20,0
2021-04-01,전남,1,0
2021-04-01,전북,22,0
2021-04-01,제주,2,0
2021-04-01,충남,15,0
2021-04-01,충북,20,0
