 tDate, Area, Confirmeds,Deaths 
2020-08-19,강원,6,0
2020-08-19,경기,99,0
2020-08-19,대전,0,0
2020-08-19,강원,6,0
2020-08-19,경기,99,0
2020-08-19,경남,1,0
2020-08-19,경북,3,0
2020-08-19,광주,6,0
2020-08-19,대구,2,0
2020-08-19,대전,0,0
2020-08-19,부산,9,0
2020-08-19,서울,151,0
2020-08-19,세종,2,0
2020-08-19,울산,0,0
2020-08-19,인천,8,0
2020-08-19,전남,2,0
2020-08-19,전북,1,0
2020-08-19,제주,0,0
2020-08-19,충남,3,0
2020-08-19,충북,2,0
2020-08-19,부산,9,0
2020-08-19,경남,1,0
2020-08-19,경북,3,0
2020-08-19,광주,6,0
2020-08-19,대구,2,0
2020-08-19,서울,151,0
2020-08-19,세종,2,0
2020-08-19,울산,0,0
2020-08-19,인천,8,0
2020-08-19,전남,2,0
2020-08-19,전북,1,0
2020-08-19,제주,0,0
2020-08-19,충남,3,0
2020-08-19,충북,2,0
