 tDate, Area, Confirmeds,Deaths 
2020-12-12,강원,36,0
2020-12-12,경기,272,1
2020-12-12,대전,18,0
2020-12-12,강원,36,0
2020-12-12,경기,272,1
2020-12-12,경남,17,0
2020-12-12,경북,19,1
2020-12-12,광주,9,0
2020-12-12,대구,35,0
2020-12-12,대전,18,0
2020-12-12,부산,59,1
2020-12-12,서울,362,3
2020-12-12,세종,1,0
2020-12-12,울산,23,0
2020-12-12,인천,42,0
2020-12-12,전남,8,0
2020-12-12,전북,6,0
2020-12-12,제주,0,0
2020-12-12,충남,10,0
2020-12-12,충북,21,0
2020-12-12,부산,59,1
2020-12-12,경남,17,0
2020-12-12,경북,19,1
2020-12-12,광주,9,0
2020-12-12,대구,35,0
2020-12-12,서울,362,3
2020-12-12,세종,1,0
2020-12-12,울산,23,0
2020-12-12,인천,42,0
2020-12-12,전남,8,0
2020-12-12,전북,6,0
2020-12-12,제주,0,0
2020-12-12,충남,10,0
2020-12-12,충북,21,0
