 tDate, Area, Confirmeds,Deaths 
2021-01-11,강원,11,0
2021-01-11,경기,147,4
2021-01-11,대전,1,0
2021-01-11,강원,11,0
2021-01-11,경기,147,4
2021-01-11,경남,13,1
2021-01-11,경북,4,0
2021-01-11,광주,24,0
2021-01-11,대구,11,0
2021-01-11,대전,1,0
2021-01-11,부산,19,0
2021-01-11,서울,141,9
2021-01-11,세종,0,0
2021-01-11,울산,14,0
2021-01-11,인천,22,1
2021-01-11,전남,3,0
2021-01-11,전북,7,0
2021-01-11,제주,2,0
2021-01-11,충남,11,0
2021-01-11,충북,10,0
2021-01-11,부산,19,0
2021-01-11,경남,13,1
2021-01-11,경북,4,0
2021-01-11,광주,24,0
2021-01-11,대구,11,0
2021-01-11,서울,141,9
2021-01-11,세종,0,0
2021-01-11,울산,14,0
2021-01-11,인천,22,1
2021-01-11,전남,3,0
2021-01-11,전북,7,0
2021-01-11,제주,2,0
2021-01-11,충남,11,0
2021-01-11,충북,10,0
