 tDate, Area, Confirmeds,Deaths 
2020-07-20,강원,0,0
2020-07-20,경기,1,0
2020-07-20,대전,0,0
2020-07-20,부산,0,0
2020-07-20,강원,0,0
2020-07-20,경기,1,0
2020-07-20,경남,2,0
2020-07-20,경북,1,0
2020-07-20,광주,1,1
2020-07-20,대구,2,0
2020-07-20,대전,0,0
2020-07-20,부산,0,0
2020-07-20,서울,3,0
2020-07-20,세종,0,0
2020-07-20,울산,0,0
2020-07-20,인천,2,0
2020-07-20,전남,2,0
2020-07-20,전북,1,0
2020-07-20,제주,0,0
2020-07-20,충남,1,0
2020-07-20,충북,0,0
2020-07-20,경남,2,0
2020-07-20,경북,1,0
2020-07-20,광주,1,1
2020-07-20,대구,2,0
2020-07-20,서울,3,0
2020-07-20,세종,0,0
2020-07-20,울산,0,0
2020-07-20,인천,2,0
2020-07-20,전남,2,0
2020-07-20,전북,1,0
2020-07-20,제주,0,0
2020-07-20,충남,1,0
2020-07-20,충북,0,0
