 tDate, Area, Confirmeds,Deaths 
2021-03-22,강원,21,0
2021-03-22,경기,151,0
2021-03-22,강원,21,0
2021-03-22,경기,151,0
2021-03-22,경남,37,0
2021-03-22,경북,11,0
2021-03-22,광주,2,0
2021-03-22,대구,14,0
2021-03-22,대전,0,0
2021-03-22,부산,26,0
2021-03-22,서울,109,1
2021-03-22,세종,0,0
2021-03-22,울산,1,0
2021-03-22,인천,10,0
2021-03-22,전남,2,0
2021-03-22,전북,7,0
2021-03-22,제주,1,0
2021-03-22,충남,11,0
2021-03-22,충북,5,0
2021-03-22,대전,0,0
2021-03-22,부산,26,0
2021-03-22,경남,37,0
2021-03-22,경북,11,0
2021-03-22,광주,2,0
2021-03-22,대구,14,0
2021-03-22,서울,109,1
2021-03-22,세종,0,0
2021-03-22,울산,1,0
2021-03-22,인천,10,0
2021-03-22,전남,2,0
2021-03-22,전북,7,0
2021-03-22,제주,1,0
2021-03-22,충남,11,0
2021-03-22,충북,5,0
