 tDate, Area, Confirmeds,Deaths 
2020-07-11,강원,0,0
2020-07-11,경기,4,0
2020-07-11,대전,2,0
2020-07-11,부산,0,0
2020-07-11,강원,0,0
2020-07-11,경기,4,0
2020-07-11,경남,0,0
2020-07-11,경북,0,0
2020-07-11,광주,9,0
2020-07-11,대구,0,0
2020-07-11,대전,2,0
2020-07-11,부산,0,0
2020-07-11,서울,8,0
2020-07-11,세종,0,0
2020-07-11,울산,0,0
2020-07-11,인천,1,0
2020-07-11,전남,0,0
2020-07-11,전북,2,0
2020-07-11,제주,0,0
2020-07-11,충남,1,0
2020-07-11,충북,0,0
2020-07-11,경남,0,0
2020-07-11,경북,0,0
2020-07-11,광주,9,0
2020-07-11,대구,0,0
2020-07-11,서울,8,0
2020-07-11,세종,0,0
2020-07-11,울산,0,0
2020-07-11,인천,1,0
2020-07-11,전남,0,0
2020-07-11,전북,2,0
2020-07-11,제주,0,0
2020-07-11,충남,1,0
2020-07-11,충북,0,0
